City,Date,Card Type,Exp Type,Gender,Amount,description
"Cuttack, India",2014-10-01,Silver,Food,M,267403,"Spent on Food using Silver in Cuttack, India"
"Fatehpur Sikri, India",2014-03-22,Gold,Fuel,M,77693,"Spent on Fuel using Gold in Fatehpur Sikri, India"
"Ramdurg, India",2015-01-12,Signature,Entertainment,M,199825,"Spent on Entertainment using Signature in Ramdurg, India"
"Paschim Punropara, India",2013-11-23,Gold,Bills,M,185074,"Spent on Bills using Gold in Paschim Punropara, India"
"Allahabad, India",2013-11-16,Silver,Grocery,F,243550,"Spent on Grocery using Silver in Allahabad, India"
"Pipar City, India",2015-03-16,Platinum,Fuel,F,169365,"Spent on Fuel using Platinum in Pipar City, India"
"Sugauli, India",2014-07-25,Gold,Grocery,F,20621,"Spent on Grocery using Gold in Sugauli, India"
"Narkatiaganj, India",2014-11-24,Silver,Fuel,M,288884,"Spent on Fuel using Silver in Narkatiaganj, India"
"Sira, India",2014-10-09,Signature,Bills,F,170959,"Spent on Bills using Signature in Sira, India"
"Pihani, India",2014-03-08,Silver,Grocery,F,138905,"Spent on Grocery using Silver in Pihani, India"
"Pali, India",2015-02-12,Silver,Entertainment,M,184291,"Spent on Entertainment using Silver in Pali, India"
"Washim, India",2014-11-23,Signature,Fuel,F,163658,"Spent on Fuel using Signature in Washim, India"
"Nellore, India",2015-04-07,Gold,Bills,F,187935,"Spent on Bills using Gold in Nellore, India"
"Erode, India",2015-04-12,Gold,Food,M,143163,"Spent on Food using Gold in Erode, India"
"Baharampur, India",2014-04-17,Silver,Food,M,128331,"Spent on Food using Silver in Baharampur, India"
"Kapurthala, India",2015-04-26,Silver,Food,F,165061,"Spent on Food using Silver in Kapurthala, India"
"Karjat, India",2014-10-06,Signature,Entertainment,F,166644,"Spent on Entertainment using Signature in Karjat, India"
"Shamli, India",2014-01-07,Platinum,Bills,F,108448,"Spent on Bills using Platinum in Shamli, India"
"Ramganj Mandi, India",2014-10-29,Gold,Food,M,210864,"Spent on Food using Gold in Ramganj Mandi, India"
"Nagda, India",2014-04-10,Platinum,Entertainment,F,251481,"Spent on Entertainment using Platinum in Nagda, India"
"Sihora, India",2015-02-16,Platinum,Fuel,F,22418,"Spent on Fuel using Platinum in Sihora, India"
"Murtijapur, India",2014-12-14,Signature,Entertainment,M,264055,"Spent on Entertainment using Signature in Murtijapur, India"
"Solan, India",2013-11-04,Signature,Grocery,M,215207,"Spent on Grocery using Signature in Solan, India"
"Malegaon, India",2015-02-08,Platinum,Food,M,268615,"Spent on Food using Platinum in Malegaon, India"
"Naugachhia, India",2015-03-12,Silver,Food,M,224174,"Spent on Food using Silver in Naugachhia, India"
"Pilani, India",2014-02-09,Gold,Grocery,F,282930,"Spent on Grocery using Gold in Pilani, India"
"Shahabad Hardoi, India",2014-10-27,Signature,Grocery,M,239419,"Spent on Grocery using Signature in Shahabad Hardoi, India"
"Faridabad, India",2014-11-12,Signature,Fuel,F,210589,"Spent on Fuel using Signature in Faridabad, India"
"Paithan, India",2013-12-27,Gold,Food,M,96745,"Spent on Food using Gold in Paithan, India"
"Amalapuram, India",2013-11-07,Signature,Grocery,M,203578,"Spent on Grocery using Signature in Amalapuram, India"
"Dehradun, India",2014-09-02,Gold,Bills,F,42004,"Spent on Bills using Gold in Dehradun, India"
"Bathinda, India",2014-04-25,Platinum,Entertainment,F,279300,"Spent on Entertainment using Platinum in Bathinda, India"
"Marmagao, India",2015-04-17,Signature,Bills,M,63453,"Spent on Bills using Signature in Marmagao, India"
"Gobindgarh, India",2014-06-14,Platinum,Fuel,M,290353,"Spent on Fuel using Platinum in Gobindgarh, India"
"Thanesar, India",2014-07-08,Silver,Fuel,M,248150,"Spent on Fuel using Silver in Thanesar, India"
"Paramakudi, India",2015-01-28,Silver,Grocery,F,6490,"Spent on Grocery using Silver in Paramakudi, India"
"Meerut, India",2014-01-07,Silver,Entertainment,F,168354,"Spent on Entertainment using Silver in Meerut, India"
"Fatehpur Sikri, India",2014-09-24,Platinum,Grocery,M,259593,"Spent on Grocery using Platinum in Fatehpur Sikri, India"
"Sarni, India",2015-05-13,Platinum,Food,F,37882,"Spent on Food using Platinum in Sarni, India"
"Dharmanagar, India",2015-01-18,Gold,Grocery,M,44336,"Spent on Grocery using Gold in Dharmanagar, India"
"Muzaffarpur, India",2013-12-04,Gold,Food,M,100546,"Spent on Food using Gold in Muzaffarpur, India"
"Puranpur, India",2014-08-08,Silver,Food,M,292821,"Spent on Food using Silver in Puranpur, India"
"Oddanchatram, India",2015-02-25,Silver,Entertainment,F,50142,"Spent on Entertainment using Silver in Oddanchatram, India"
"Thiruvananthapuram, India",2015-02-23,Gold,Bills,M,280203,"Spent on Bills using Gold in Thiruvananthapuram, India"
"Maddur, India",2014-01-06,Platinum,Food,M,204715,"Spent on Food using Platinum in Maddur, India"
"Phulabani, India",2015-01-16,Gold,Entertainment,F,242571,"Spent on Entertainment using Gold in Phulabani, India"
"Madanapalle, India",2014-01-20,Platinum,Bills,F,109860,"Spent on Bills using Platinum in Madanapalle, India"
"Tiptur, India",2013-12-12,Signature,Fuel,M,93225,"Spent on Fuel using Signature in Tiptur, India"
"Jhumri Tilaiya, India",2014-06-29,Signature,Bills,F,152492,"Spent on Bills using Signature in Jhumri Tilaiya, India"
"Amreli, India",2013-11-26,Gold,Entertainment,F,51482,"Spent on Entertainment using Gold in Amreli, India"
"Shirdi, India",2014-04-22,Signature,Grocery,M,68360,"Spent on Grocery using Signature in Shirdi, India"
"Silchar, India",2014-06-25,Platinum,Bills,M,151390,"Spent on Bills using Platinum in Silchar, India"
"Fatehabad, India",2014-04-22,Gold,Fuel,F,86528,"Spent on Fuel using Gold in Fatehabad, India"
"Ludhiana, India",2014-12-09,Gold,Grocery,F,71590,"Spent on Grocery using Gold in Ludhiana, India"
"Padrauna, India",2014-09-10,Platinum,Fuel,F,240739,"Spent on Fuel using Platinum in Padrauna, India"
"Rahuri, India",2014-12-06,Gold,Fuel,M,15642,"Spent on Fuel using Gold in Rahuri, India"
"Sonamukhi, India",2014-11-18,Platinum,Grocery,F,216062,"Spent on Grocery using Platinum in Sonamukhi, India"
"Pathanamthitta, India",2014-10-08,Silver,Grocery,F,3242,"Spent on Grocery using Silver in Pathanamthitta, India"
"Shegaon, India",2014-04-12,Platinum,Food,M,191762,"Spent on Food using Platinum in Shegaon, India"
"Sheopur, India",2014-12-10,Signature,Fuel,F,232425,"Spent on Fuel using Signature in Sheopur, India"
"Aruppukkottai, India",2015-04-22,Gold,Entertainment,F,280721,"Spent on Entertainment using Gold in Aruppukkottai, India"
"Mahidpur, India",2015-02-28,Signature,Entertainment,M,69102,"Spent on Entertainment using Signature in Mahidpur, India"
"Sihor, India",2014-06-06,Gold,Grocery,M,108311,"Spent on Grocery using Gold in Sihor, India"
"Warora, India",2014-03-01,Platinum,Grocery,F,9357,"Spent on Grocery using Platinum in Warora, India"
"Vizianagaram, India",2014-05-31,Silver,Bills,M,197453,"Spent on Bills using Silver in Vizianagaram, India"
"Kohima, India",2014-03-08,Gold,Grocery,F,161461,"Spent on Grocery using Gold in Kohima, India"
"Amalner, India",2015-05-26,Signature,Entertainment,F,280729,"Spent on Entertainment using Signature in Amalner, India"
"Bhabua, India",2015-01-17,Platinum,Bills,F,15175,"Spent on Bills using Platinum in Bhabua, India"
"Nilanga, India",2014-12-20,Platinum,Fuel,F,90461,"Spent on Fuel using Platinum in Nilanga, India"
"Raigarh, India",2014-03-17,Gold,Grocery,F,176877,"Spent on Grocery using Gold in Raigarh, India"
"Sultanganj, India",2014-10-06,Gold,Grocery,F,210933,"Spent on Grocery using Gold in Sultanganj, India"
"Udaipurwati, India",2014-12-03,Gold,Grocery,M,291222,"Spent on Grocery using Gold in Udaipurwati, India"
"Gadwal, India",2013-12-10,Gold,Bills,M,295623,"Spent on Bills using Gold in Gadwal, India"
"Bengaluru, India",2013-11-16,Platinum,Fuel,M,191027,"Spent on Fuel using Platinum in Bengaluru, India"
"Nagpur, India",2014-06-20,Platinum,Fuel,F,85921,"Spent on Fuel using Platinum in Nagpur, India"
"Nagaur, India",2014-12-11,Platinum,Grocery,M,213161,"Spent on Grocery using Platinum in Nagaur, India"
"Ladnu, India",2014-05-27,Silver,Grocery,F,245422,"Spent on Grocery using Silver in Ladnu, India"
"Belagavi, India",2014-07-02,Gold,Fuel,M,43260,"Spent on Fuel using Gold in Belagavi, India"
"Neem-Ka-Thana, India",2015-02-15,Platinum,Entertainment,M,189204,"Spent on Entertainment using Platinum in Neem-Ka-Thana, India"
"Kancheepuram, India",2014-08-21,Silver,Bills,F,87485,"Spent on Bills using Silver in Kancheepuram, India"
"Mancherial, India",2015-02-16,Silver,Grocery,F,239254,"Spent on Grocery using Silver in Mancherial, India"
"Kalyan-Dombivali, India",2015-01-01,Platinum,Food,F,288119,"Spent on Food using Platinum in Kalyan-Dombivali, India"
"Unjha, India",2015-04-22,Platinum,Entertainment,M,9616,"Spent on Entertainment using Platinum in Unjha, India"
"Hubli-Dharwad, India",2014-11-02,Platinum,Entertainment,M,226720,"Spent on Entertainment using Platinum in Hubli-Dharwad, India"
"Sangli, India",2014-10-20,Silver,Bills,M,172506,"Spent on Bills using Silver in Sangli, India"
"Puliyankudi, India",2013-10-16,Signature,Food,F,55539,"Spent on Food using Signature in Puliyankudi, India"
"Nandivaram-Guduvancheri, India",2014-09-11,Platinum,Bills,M,137477,"Spent on Bills using Platinum in Nandivaram-Guduvancheri, India"
"Kyathampalle, India",2014-08-01,Platinum,Food,M,245090,"Spent on Food using Platinum in Kyathampalle, India"
"Porsa, India",2014-01-07,Gold,Bills,F,69113,"Spent on Bills using Gold in Porsa, India"
"Taranagar, India",2015-01-24,Signature,Bills,M,51904,"Spent on Bills using Signature in Taranagar, India"
"Kasaragod, India",2014-11-21,Signature,Food,F,13463,"Spent on Food using Signature in Kasaragod, India"
"Bhilai Nagar, India",2014-03-21,Signature,Food,F,19640,"Spent on Food using Signature in Bhilai Nagar, India"
"Alipurduar, India",2014-01-07,Silver,Food,F,245874,"Spent on Food using Silver in Alipurduar, India"
"Uchgaon, India",2013-12-31,Platinum,Food,F,163246,"Spent on Food using Platinum in Uchgaon, India"
"Rudrapur, India",2014-05-03,Gold,Entertainment,M,85589,"Spent on Entertainment using Gold in Rudrapur, India"
"Sendhwa, India",2015-01-28,Signature,Bills,M,190901,"Spent on Bills using Signature in Sendhwa, India"
"Rae Bareli, India",2014-02-19,Platinum,Fuel,F,208062,"Spent on Fuel using Platinum in Rae Bareli, India"
"Jhumri Tilaiya, India",2014-12-25,Gold,Food,M,98813,"Spent on Food using Gold in Jhumri Tilaiya, India"
"Shivamogga, India",2015-02-09,Silver,Food,F,258577,"Spent on Food using Silver in Shivamogga, India"
"Bhainsa, India",2015-03-19,Platinum,Food,F,283696,"Spent on Food using Platinum in Bhainsa, India"
"Tiptur, India",2014-12-07,Signature,Entertainment,M,150101,"Spent on Entertainment using Signature in Tiptur, India"
"Neyveli (TS), India",2014-06-02,Silver,Bills,M,92256,"Spent on Bills using Silver in Neyveli (TS), India"
"Gangarampur, India",2014-02-18,Silver,Bills,M,288520,"Spent on Bills using Silver in Gangarampur, India"
"Shahdol, India",2014-12-31,Platinum,Bills,M,41196,"Spent on Bills using Platinum in Shahdol, India"
"Solapur, India",2014-08-01,Signature,Food,M,63296,"Spent on Food using Signature in Solapur, India"
"Habra, India",2014-05-08,Gold,Food,M,8487,"Spent on Food using Gold in Habra, India"
"Lingsugur, India",2013-12-16,Signature,Food,F,13436,"Spent on Food using Signature in Lingsugur, India"
"Tiruchendur, India",2015-05-12,Silver,Food,F,150995,"Spent on Food using Silver in Tiruchendur, India"
"Sujangarh, India",2014-01-30,Gold,Food,M,277508,"Spent on Food using Gold in Sujangarh, India"
"Muktsar, India",2014-01-25,Signature,Food,F,70389,"Spent on Food using Signature in Muktsar, India"
"Ashok Nagar, India",2014-07-22,Gold,Bills,M,110491,"Spent on Bills using Gold in Ashok Nagar, India"
"Revelganj, India",2014-11-09,Silver,Bills,M,67951,"Spent on Bills using Silver in Revelganj, India"
"Suratgarh, India",2014-12-14,Signature,Grocery,F,232602,"Spent on Grocery using Signature in Suratgarh, India"
"Margao, India",2014-11-01,Signature,Bills,M,296023,"Spent on Bills using Signature in Margao, India"
"Srinagar, India",2014-05-13,Silver,Bills,F,153289,"Spent on Bills using Silver in Srinagar, India"
"Udaipur, India",2015-03-23,Platinum,Grocery,M,66129,"Spent on Grocery using Platinum in Udaipur, India"
"Kandukur, India",2015-02-07,Platinum,Grocery,M,193474,"Spent on Grocery using Platinum in Kandukur, India"
"Parli, India",2014-10-28,Silver,Food,M,172383,"Spent on Food using Silver in Parli, India"
"Pali, India",2014-03-13,Gold,Food,F,219117,"Spent on Food using Gold in Pali, India"
"Margao, India",2014-08-28,Platinum,Bills,F,202302,"Spent on Bills using Platinum in Margao, India"
"Rewari, India",2015-04-24,Signature,Entertainment,F,289931,"Spent on Entertainment using Signature in Rewari, India"
"Jodhpur, India",2014-05-19,Gold,Fuel,M,99491,"Spent on Fuel using Gold in Jodhpur, India"
"Savanur, India",2014-06-05,Signature,Entertainment,M,75323,"Spent on Entertainment using Signature in Savanur, India"
"Wadgaon Road, India",2013-12-04,Gold,Grocery,M,159257,"Spent on Grocery using Gold in Wadgaon Road, India"
"Talaja, India",2014-03-28,Gold,Entertainment,F,87278,"Spent on Entertainment using Gold in Talaja, India"
"Sanduru, India",2014-12-05,Platinum,Food,F,8361,"Spent on Food using Platinum in Sanduru, India"
"Ponnur, India",2013-10-28,Silver,Food,F,167546,"Spent on Food using Silver in Ponnur, India"
"Mandvi, India",2014-02-21,Platinum,Entertainment,M,145528,"Spent on Entertainment using Platinum in Mandvi, India"
"Karimnagar, India",2015-05-12,Signature,Food,M,241786,"Spent on Food using Signature in Karimnagar, India"
"Nepanagar, India",2013-12-15,Gold,Fuel,M,17352,"Spent on Fuel using Gold in Nepanagar, India"
"Khammam, India",2014-10-01,Gold,Fuel,F,246978,"Spent on Fuel using Gold in Khammam, India"
"Jodhpur, India",2014-01-14,Platinum,Entertainment,M,94805,"Spent on Entertainment using Platinum in Jodhpur, India"
"Sircilla, India",2015-01-04,Signature,Bills,M,187463,"Spent on Bills using Signature in Sircilla, India"
"Parbhani, India",2014-05-26,Signature,Fuel,F,116856,"Spent on Fuel using Signature in Parbhani, India"
"Muddebihal, India",2015-02-19,Gold,Entertainment,F,259744,"Spent on Entertainment using Gold in Muddebihal, India"
"Khammam, India",2014-11-09,Silver,Bills,M,237602,"Spent on Bills using Silver in Khammam, India"
"Soro, India",2014-09-06,Gold,Fuel,M,118917,"Spent on Fuel using Gold in Soro, India"
"Amreli, India",2014-01-06,Signature,Food,M,29967,"Spent on Food using Signature in Amreli, India"
"Soron, India",2013-12-27,Signature,Fuel,M,16628,"Spent on Fuel using Signature in Soron, India"
"Mahnar Bazar, India",2014-10-12,Silver,Entertainment,M,65851,"Spent on Entertainment using Silver in Mahnar Bazar, India"
"Sindhnur, India",2014-09-30,Gold,Grocery,F,155780,"Spent on Grocery using Gold in Sindhnur, India"
"Bhagalpur, India",2014-05-01,Signature,Food,F,144366,"Spent on Food using Signature in Bhagalpur, India"
"Narwana, India",2014-01-09,Gold,Fuel,F,28344,"Spent on Fuel using Gold in Narwana, India"
"Khair, India",2015-02-14,Signature,Bills,M,74535,"Spent on Bills using Signature in Khair, India"
"Muvattupuzha, India",2014-07-20,Signature,Fuel,M,17272,"Spent on Fuel using Signature in Muvattupuzha, India"
"Sikar, India",2014-10-11,Platinum,Bills,F,4713,"Spent on Bills using Platinum in Sikar, India"
"Gudur, India",2014-07-16,Signature,Entertainment,M,178498,"Spent on Entertainment using Signature in Gudur, India"
"Nagpur, India",2013-11-01,Platinum,Bills,M,107482,"Spent on Bills using Platinum in Nagpur, India"
"Rishikesh, India",2014-10-08,Gold,Food,F,73613,"Spent on Food using Gold in Rishikesh, India"
"Ramgarh, India",2015-03-28,Silver,Bills,M,124796,"Spent on Bills using Silver in Ramgarh, India"
"Aizawl, India",2014-01-18,Silver,Fuel,M,241529,"Spent on Fuel using Silver in Aizawl, India"
"Medininagar (Daltonganj), India",2014-04-27,Gold,Grocery,F,198677,"Spent on Grocery using Gold in Medininagar (Daltonganj), India"
"Nizamabad, India",2015-01-01,Silver,Fuel,F,252126,"Spent on Fuel using Silver in Nizamabad, India"
"Bongaigaon City, India",2014-02-19,Silver,Food,M,205981,"Spent on Food using Silver in Bongaigaon City, India"
"Mandla, India",2014-02-17,Silver,Bills,M,34747,"Spent on Bills using Silver in Mandla, India"
"Kapurthala, India",2015-01-02,Platinum,Food,F,253163,"Spent on Food using Platinum in Kapurthala, India"
"Bhiwani, India",2015-05-18,Platinum,Entertainment,F,98053,"Spent on Entertainment using Platinum in Bhiwani, India"
"Naihati, India",2014-03-23,Silver,Food,F,135914,"Spent on Food using Silver in Naihati, India"
"Naharlagun, India",2015-01-03,Platinum,Bills,M,197578,"Spent on Bills using Platinum in Naharlagun, India"
"Lunglei, India",2013-12-21,Silver,Entertainment,F,273755,"Spent on Entertainment using Silver in Lunglei, India"
"Raghunathganj, India",2015-02-20,Silver,Fuel,F,80906,"Spent on Fuel using Silver in Raghunathganj, India"
"Munger, India",2015-05-17,Signature,Fuel,F,96116,"Spent on Fuel using Signature in Munger, India"
"Kamareddy, India",2015-02-06,Silver,Grocery,F,149973,"Spent on Grocery using Silver in Kamareddy, India"
"Simdega, India",2015-02-19,Platinum,Fuel,M,72061,"Spent on Fuel using Platinum in Simdega, India"
"Vijayapura, India",2014-02-06,Gold,Bills,M,162677,"Spent on Bills using Gold in Vijayapura, India"
"Padra, India",2014-02-05,Platinum,Fuel,M,279290,"Spent on Fuel using Platinum in Padra, India"
"Nashik, India",2014-11-24,Gold,Bills,F,24459,"Spent on Bills using Gold in Nashik, India"
"Nohar, India",2014-03-16,Signature,Bills,M,293685,"Spent on Bills using Signature in Nohar, India"
"Nautanwa, India",2013-10-15,Signature,Food,M,137672,"Spent on Food using Signature in Nautanwa, India"
